证券代码,证券名称,行业
002643.SZ,万润股份,其他化学制品
002666.SZ,德联集团,其他化学制品
002669.SZ,康达新材,其他化学制品
002709.SZ,天赐材料,其他化学制品
002741.SZ,光华科技,其他化学制品
002748.SZ,世龙实业,其他化学制品
300019.SZ,硅宝科技,其他化学制品
300037.SZ,新宙邦,其他化学制品
300041.SZ,回天新材,其他化学制品
300054.SZ,鼎龙股份,其他化学制品
300072.SZ,三聚环保,其他化学制品
300073.SZ,当升科技,其他化学制品
300082.SZ,奥克股份,其他化学制品
300107.SZ,建新股份,其他化学制品
300109.SZ,新开源,其他化学制品
300132.SZ,青松股份,其他化学制品
300163.SZ,先锋新材,其他化学制品
300169.SZ,天晟新材,其他化学制品
300174.SZ,元力股份,其他化学制品
300214.SZ,日科化学,其他化学制品
300236.SZ,上海新阳,其他化学制品
300243.SZ,瑞丰高材,其他化学制品
300387.SZ,富邦股份,其他化学制品
300405.SZ,科隆精化,其他化学制品
300429.SZ,强力新材,其他化学制品
300437.SZ,清水源,其他化学制品
300481.SZ,濮阳惠成,其他化学制品
300487.SZ,蓝晓科技,其他化学制品
600273.SH,嘉化能源,其他化学制品
600299.SH,安迪苏,其他化学制品
600319.SH,亚星化学,其他化学制品
600378.SH,天科股份,其他化学制品
600458.SH,时代新材,其他化学制品
600589.SH,广东榕泰,其他化学制品
600746.SH,江苏索普,其他化学制品
600844.SH,丹化科技,其他化学制品
603002.SH,宏昌电子,其他化学制品
603010.SH,万盛股份,其他化学制品
603968.SH,醋化股份,其他化学制品
002116.SZ,中国海诚,其他基础建设
600545.SH,新疆城建,其他基础建设
002084.SZ,海鸥卫浴,其他家用轻工
002094.SZ,青岛金王,其他家用轻工
002120.SZ,新海股份,其他家用轻工
002247.SZ,帝龙新材,其他家用轻工
002571.SZ,德力股份,其他家用轻工
002615.SZ,哈尔斯,其他家用轻工
300061.SZ,康耐特,其他家用轻工
300089.SZ,文化长城,其他家用轻工
600135.SH,乐凯胶片,其他家用轻工
600439.SH,瑞贝卡,其他家用轻工
600599.SH,熊猫金控,其他家用轻工
601996.SH,丰林集团,其他家用轻工
603021.SH,山东华鹏,其他家用轻工
603268.SH,松发股份,其他家用轻工
603838.SH,四通股份,其他家用轻工
000023.SZ,深天地A,其他建材
000509.SZ,华塑控股,其他建材
000619.SZ,海螺型材,其他建材
000786.SZ,北新建材,其他建材
002043.SZ,兔宝宝,其他建材
002082.SZ,栋梁新材,其他建材
002162.SZ,悦心健康,其他建材
002163.SZ,中航三鑫,其他建材
002271.SZ,东方雨虹,其他建材
002302.SZ,西部建设,其他建材
002314.SZ,南山控股,其他建材
002333.SZ,罗普斯金,其他建材
002346.SZ,柘中股份,其他建材
002398.SZ,建研集团,其他建材
002468.SZ,艾迪西,其他建材
002596.SZ,海南瑞泽,其他建材
002652.SZ,扬子新材,其他建材
002718.SZ,友邦吊顶,其他建材
002742.SZ,三圣特材,其他建材
002785.SZ,万里石,其他建材
300117.SZ,嘉寓股份,其他建材
300234.SZ,开尔新材,其他建材
600145.SH,*ST新亿,其他建材
600321.SH,国栋建设,其他建材
600629.SH,华建集团,其他建材
600678.SH,四川金顶,其他建材
000017.SZ,深中华A,其他交运设备
000913.SZ,钱江摩托,其他交运设备
002105.SZ,信隆实业,其他交运设备
600099.SH,林海股份,其他交运设备
600679.SH,上海凤凰,其他交运设备
600877.SH,中国嘉陵,其他交运设备
603766.SH,隆鑫通用,其他交运设备
002646.SZ,青青稞酒,其他酒类
600238.SH,海南椰岛,其他酒类
000911.SZ,南宁糖业,其他农产品
000930.SZ,中粮生化,其他农产品
002220.SZ,天宝股份,其他农产品
002286.SZ,保龄宝,其他农产品
002604.SZ,龙力生物,其他农产品
300138.SZ,晨光生物,其他农产品
300149.SZ,量子高科,其他农产品
300268.SZ,万福生科,其他农产品
600191.SH,华资实业,其他农产品
600298.SH,安琪酵母,其他农产品
000810.SZ,创维数字,其他视听设备
002052.SZ,同洲电子,其他视听设备
002519.SZ,银河电子,其他视听设备
000801.SZ,四川九洲,其他视听设备
000859.SZ,国风塑业,其他塑料制品
000973.SZ,佛塑科技,其他塑料制品
002002.SZ,鸿达兴业,其他塑料制品
002108.SZ,沧州明珠,其他塑料制品
002382.SZ,蓝帆医疗,其他塑料制品
002450.SZ,康得新,其他塑料制品
002464.SZ,金利科技,其他塑料制品
300230.SZ,永利股份,其他塑料制品
300305.SZ,裕兴股份,其他塑料制品
300325.SZ,德威新材,其他塑料制品
300478.SZ,杭州高新,其他塑料制品
600155.SH,宝硕股份,其他塑料制品
600444.SH,*ST国通,其他塑料制品
601208.SH,东材科技,其他塑料制品
002263.SZ,大东南,其他塑料制品
002444.SZ,巨星科技,其他通用机械
002530.SZ,丰东股份,其他通用机械
002532.SZ,新界泵业,其他通用机械
002598.SZ,山东章鼓,其他通用机械
002686.SZ,亿利达,其他通用机械
002779.SZ,中坚科技,其他通用机械
300024.SZ,机器人,其他通用机械
300091.SZ,金通灵,其他通用机械
300095.SZ,华伍股份,其他通用机械
300097.SZ,智云股份,其他通用机械
300126.SZ,锐奇股份,其他通用机械
300145.SZ,南方泵业,其他通用机械
300154.SZ,瑞凌股份,其他通用机械
300193.SZ,佳士科技,其他通用机械
300257.SZ,开山股份,其他通用机械
300266.SZ,兴源环境,其他通用机械
300278.SZ,华昌达,其他通用机械
300400.SZ,劲拓股份,其他通用机械
300420.SZ,五洋科技,其他通用机械
300430.SZ,诚益通,其他通用机械
300441.SZ,鲍斯股份,其他通用机械
300450.SZ,先导智能,其他通用机械
300464.SZ,星徽精密,其他通用机械
300470.SZ,日机密封,其他通用机械
601369.SH,陕鼓动力,其他通用机械
000693.SZ,华泽钴镍,其他稀有小金属
000697.SZ,炼石有色,其他稀有小金属
000960.SZ,锡业股份,其他稀有小金属
002167.SZ,东方锆业,其他稀有小金属
002428.SZ,云南锗业,其他稀有小金属
600432.SH,吉恩镍业,其他稀有小金属
600456.SH,宝钛股份,其他稀有小金属
600459.SH,贵研铂业,其他稀有小金属
601958.SH,金钼股份,其他稀有小金属
603399.SH,新华龙,其他稀有小金属
603799.SH,华友钴业,其他稀有小金属
603993.SH,洛阳钼业,其他稀有小金属
000782.SZ,美达股份,其他纤维
600810.SH,神马股份,其他纤维
601113.SH,华鼎股份,其他纤维
002224.SZ,三力士,其他橡胶制品
002381.SZ,双箭股份,其他橡胶制品
300031.SZ,宝通科技,其他橡胶制品
300121.SZ,阳谷华泰,其他橡胶制品
300320.SZ,海达股份,其他橡胶制品
600108.SH,亚盛集团,其他种植业
600359.SH,新农开发,其他种植业
600506.SH,香梨股份,其他种植业
600540.SH,新赛股份,其他种植业
601118.SH,海南橡胶,其他种植业
000055.SZ,方大集团,其他专业工程
002178.SZ,延华智能,其他专业工程
002542.SZ,中化岩土,其他专业工程
601226.SH,华电重工,其他专业工程
601618.SH,中国中冶,其他专业工程
000856.SZ,冀东装备,其他专用机械
002009.SZ,天奇股份,其他专用机械
002073.SZ,软控股份,其他专用机械
002111.SZ,威海广泰,其他专用机械
002337.SZ,赛象科技,其他专用机械
002430.SZ,杭氧股份,其他专用机械
002529.SZ,海源机械,其他专用机械
002613.SZ,北玻股份,其他专用机械
002621.SZ,三垒股份,其他专用机械
002645.SZ,华宏科技,其他专用机械
002690.SZ,美亚光电,其他专用机械
002757.SZ,南兴装备,其他专用机械
300004.SZ,南风股份,其他专用机械
300035.SZ,中科电气,其他专用机械
300103.SZ,达刚路机,其他专用机械
300201.SZ,海伦哲,其他专用机械
300210.SZ,森远股份,其他专用机械
300276.SZ,三丰智能,其他专用机械
300281.SZ,金明精机,其他专用机械
300293.SZ,蓝英装备,其他专用机械
300382.SZ,斯莱克,其他专用机械
300411.SZ,金盾股份,其他专用机械
300415.SZ,伊之密,其他专用机械
300434.SZ,金石东方,其他专用机械
300457.SZ,赢合科技,其他专用机械
300461.SZ,田中精机,其他专用机械
300471.SZ,厚普股份,其他专用机械
300472.SZ,新元科技,其他专用机械
300483.SZ,沃施股份,其他专用机械
300486.SZ,东杰智能,其他专用机械
600346.SH,大橡塑,其他专用机械
600499.SH,科达洁能,其他专用机械
600501.SH,航天晨光,其他专用机械
600579.SH,天华院,其他专用机械
603318.SH,派思股份,其他专用机械
603338.SH,浙江鼎力,其他专用机械
603686.SH,龙马环卫,其他专用机械
300499.SZ,高澜股份,其他专用机械
000025.SZ,特力A,汽车服务
000753.SZ,漳州发展,汽车服务
000996.SZ,中国中期,汽车服务
002607.SZ,亚夏汽车,汽车服务
002682.SZ,龙洲股份,汽车服务
600297.SH,广汇汽车,汽车服务
600335.SH,国机汽车,汽车服务
600653.SH,申华控股,汽车服务
601258.SH,庞大集团,汽车服务
601965.SH,中国汽研,汽车服务
603377.SH,东方时尚,汽车服务
000030.SZ,富奥股份,汽车零部件
000338.SZ,潍柴动力,汽车零部件
000559.SZ,万向钱潮,汽车零部件
000581.SZ,威孚高科,汽车零部件
000622.SZ,恒立实业,汽车零部件
000678.SZ,襄阳轴承,汽车零部件
000700.SZ,模塑科技,汽车零部件
000710.SZ,天兴仪表,汽车零部件
000757.SZ,浩物股份,汽车零部件
000760.SZ,斯太尔,汽车零部件
000887.SZ,中鼎股份,汽车零部件
000903.SZ,云内动力,汽车零部件
000980.SZ,金马股份,汽车零部件
001696.SZ,宗申动力,汽车零部件
002048.SZ,宁波华翔,汽车零部件
002085.SZ,万丰奥威,汽车零部件
002101.SZ,广东鸿图,汽车零部件
002126.SZ,银轮股份,汽车零部件
002213.SZ,特尔佳,汽车零部件
002265.SZ,西仪股份,汽车零部件
002283.SZ,天润曲轴,汽车零部件
002284.SZ,亚太股份,汽车零部件
002328.SZ,新朋股份,汽车零部件
002355.SZ,兴民钢圈,汽车零部件
002363.SZ,隆基机械,汽车零部件
002406.SZ,远东传动,汽车零部件
002434.SZ,万里扬,汽车零部件
002448.SZ,中原内配,汽车零部件
002454.SZ,松芝股份,汽车零部件
002472.SZ,双环传动,汽车零部件
002488.SZ,金固股份,汽车零部件
002536.SZ,西泵股份,汽车零部件
002553.SZ,南方轴承,汽车零部件
002590.SZ,万安科技,汽车零部件
002592.SZ,八菱科技,汽车零部件
002593.SZ,日上集团,汽车零部件
002602.SZ,世纪华通,汽车零部件
002625.SZ,龙生股份,汽车零部件
002662.SZ,京威股份,汽车零部件
002664.SZ,信质电机,汽车零部件
002684.SZ,猛狮科技,汽车零部件
002703.SZ,浙江世宝,汽车零部件
002708.SZ,光洋股份,汽车零部件
002715.SZ,登云股份,汽车零部件
002725.SZ,跃岭股份,汽车零部件
002765.SZ,蓝黛传动,汽车零部件
300100.SZ,双林股份,汽车零部件
300176.SZ,鸿特精密,汽车零部件
300237.SZ,美晨科技,汽车零部件
300258.SZ,精锻科技,汽车零部件
300304.SZ,云意电气,汽车零部件
300375.SZ,鹏翎股份,汽车零部件
300432.SZ,富临精工,汽车零部件
300473.SZ,德尔股份,汽车零部件
600081.SH,东风科技,汽车零部件
600093.SH,禾嘉股份,汽车零部件
600148.SH,长春一东,汽车零部件
600178.SH,东安动力,汽车零部件
600480.SH,凌云股份,汽车零部件
600482.SH,风帆股份,汽车零部件
600523.SH,贵航股份,汽车零部件
600660.SH,福耀玻璃,汽车零部件
600698.SH,湖南天雁,汽车零部件
600699.SH,均胜电子,汽车零部件
600741.SH,华域汽车,汽车零部件
600742.SH,一汽富维,汽车零部件
601311.SH,骆驼股份,汽车零部件
601689.SH,拓普集团,汽车零部件
601799.SH,星宇股份,汽车零部件
603006.SH,联明股份,汽车零部件
603009.SH,北特科技,汽车零部件
603023.SH,威帝股份,汽车零部件
603085.SH,天成自控,汽车零部件
603158.SH,腾龙股份,汽车零部件
603166.SH,福达股份,汽车零部件
603306.SH,华懋科技,汽车零部件
603788.SH,宁波高发,汽车零部件
603997.SH,继峰股份,汽车零部件
000060.SZ,中金岭南,铅锌
000426.SZ,兴业矿业,铅锌
000603.SZ,盛达矿业,铅锌
000688.SZ,建新矿业,铅锌
000751.SZ,锌业股份,铅锌
000758.SZ,中色股份,铅锌
000975.SZ,银泰资源,铅锌
002114.SZ,罗平锌电,铅锌
002716.SZ,金贵银业,铅锌
600331.SH,宏达股份,铅锌
600338.SH,西藏珠峰,铅锌
600497.SH,驰宏锌锗,铅锌
600531.SH,豫光金铅,铅锌
600961.SH,株冶集团,铅锌
000037.SZ,深南电A,燃机发电
000531.SZ,穗恒运A,燃机发电
000669.SZ,金鸿能源,燃气
002267.SZ,陕天然气,燃气
002700.SZ,新疆浩源,燃气
600333.SH,长春燃气,燃气
600617.SH,国新能源,燃气
600917.SH,重庆燃气,燃气
601139.SH,深圳燃气,燃气
000593.SZ,大通燃气,燃气
600856.SH,中天能源,燃气
000301.SZ,东方市场,热电
000692.SZ,惠天热电,热电
000695.SZ,滨海能源,热电
000958.SZ,东方能源,热电
600167.SH,联美控股,热电
600396.SH,金山股份,热电
600509.SH,天富能源,热电
600578.SH,京能电力,热电
600719.SH,大连热电,热电
600758.SH,红阳能源,热电
600864.SH,哈投股份,热电
600982.SH,宁波热电,热电
300144.SZ,宋城演艺,人工景点
600593.SH,大连圣亚,人工景点
000523.SZ,广州浪奇,日用化学产品
000662.SZ,索芙特,日用化学产品
000737.SZ,南风化工,日用化学产品
002637.SZ,赞宇科技,日用化学产品
300459.SZ,浙江金科,日用化学产品
600249.SH,两面针,日用化学产品
600315.SH,上海家化,日用化学产品
000895.SZ,双汇发展,肉制品
002330.SZ,得利斯,肉制品
002515.SZ,金字火腿,肉制品
002695.SZ,煌上煌,肉制品
002726.SZ,龙大肉食,肉制品
002329.SZ,皇氏集团,乳品
002570.SZ,贝因美,乳品
002719.SZ,麦趣尔,乳品
002732.SZ,燕塘乳业,乳品
002770.SZ,科迪乳业,乳品
600429.SH,三元股份,乳品
600597.SH,光明乳业,乳品
600887.SH,伊利股份,乳品
002063.SZ,远光软件,软件开发
002153.SZ,石基信息,软件开发
002230.SZ,科大讯飞,软件开发
002253.SZ,川大智胜,软件开发
002268.SZ,卫士通,软件开发
002279.SZ,久其软件,软件开发
002362.SZ,汉王科技,软件开发
002405.SZ,四维图新,软件开发
002410.SZ,广联达,软件开发
002439.SZ,启明星辰,软件开发
300033.SZ,同花顺,软件开发
300036.SZ,超图软件,软件开发
300047.SZ,天源迪科,软件开发
300074.SZ,华平股份,软件开发
300075.SZ,数字政通,软件开发
300085.SZ,银之杰,软件开发
300182.SZ,捷成股份,软件开发
300188.SZ,美亚柏科,软件开发
300209.SZ,天泽信息,软件开发
300229.SZ,拓尔思,软件开发
300235.SZ,方直科技,软件开发
300253.SZ,卫宁健康,软件开发
300311.SZ,任子行,软件开发
300348.SZ,长亮科技,软件开发
300352.SZ,北信源,软件开发
300366.SZ,创意信息,软件开发
300369.SZ,绿盟科技,软件开发
300377.SZ,赢时胜,软件开发
300378.SZ,鼎捷软件,软件开发
300379.SZ,东方通,软件开发
300380.SZ,安硕信息,软件开发
300451.SZ,创业软件,软件开发
300465.SZ,高伟达,软件开发
300468.SZ,四方精创,软件开发
300469.SZ,信息发展,软件开发
600455.SH,博通股份,软件开发
600570.SH,恒生电子,软件开发
600588.SH,用友网络,软件开发
600654.SH,中安消,软件开发
601519.SH,大智慧,软件开发
000019.SZ,深深宝A,软饮料
000848.SZ,承德露露,软饮料
002387.SZ,黑牛食品,软饮料
600300.SH,维维股份,软饮料
000550.SZ,江铃汽车,商用载货车
000951.SZ,中国重汽,商用载货车
600006.SH,东风汽车,商用载货车
600166.SH,福田汽车,商用载货车
600418.SH,江淮汽车,商用载货车
000868.SZ,安凯客车,商用载客车
000957.SZ,中通客车,商用载客车
600066.SH,宇通客车,商用载客车
600213.SH,亚星客车,商用载客车
600303.SH,曙光股份,商用载客车
600686.SH,金龙汽车,商用载客车
000004.SZ,国农科技,生物制品
000078.SZ,海王生物,生物制品
000403.SZ,ST生化,生物制品
000518.SZ,四环生物,生物制品
000661.SZ,长春高新,生物制品
002007.SZ,华兰生物,生物制品
002022.SZ,科华生物,生物制品
002030.SZ,达安基因,生物制品
002038.SZ,双鹭药业,生物制品
002252.SZ,上海莱士,生物制品
300009.SZ,安科生物,生物制品
300122.SZ,智飞生物,生物制品
300142.SZ,沃森生物,生物制品
300204.SZ,舒泰神,生物制品
300239.SZ,东宝生物,生物制品
300289.SZ,利德曼,生物制品
300294.SZ,博雅生物,生物制品
300357.SZ,我武生物,生物制品
300381.SZ,溢多利,生物制品
300406.SZ,九强生物,生物制品
300436.SZ,广生堂,生物制品
300439.SZ,美康生物,生物制品
300463.SZ,迈克生物,生物制品
300482.SZ,万孚生物,生物制品
600080.SH,金花股份,生物制品
600161.SH,天坛生物,生物制品
600196.SH,复星医药,生物制品
600530.SH,交大昂立,生物制品
600645.SH,中源协和,生物制品
600796.SH,钱江生化,生物制品
600867.SH,通化东宝,生物制品
000059.SZ,*ST华锦,石油加工
000637.SZ,茂化实华,石油加工
000698.SZ,沈阳化工,石油加工
000819.SZ,岳阳兴长,石油加工
002192.SZ,融捷股份,石油加工
002221.SZ,东华能源,石油加工
002377.SZ,国创高新,石油加工
002778.SZ,高科石化,石油加工
300135.SZ,宝利国际,石油加工
600028.SH,中国石化,石油加工
600256.SH,广汇能源,石油加工
600688.SH,上海石化,石油加工
600759.SH,洲际油气,石油开采
601857.SH,中国石油,石油开采
000096.SZ,广聚能源,石油贸易
000554.SZ,泰山石油,石油贸易
600387.SH,海越股份,石油贸易
603003.SH,龙宇燃油,石油贸易
000716.SZ,黑芝麻,食品综合
000796.SZ,凯撒旅游,食品综合
002216.SZ,三全食品,食品综合
002481.SZ,双塔食品,食品综合
002507.SZ,涪陵榨菜,食品综合
002557.SZ,洽洽食品,食品综合
002568.SZ,百润股份,食品综合
002582.SZ,好想你,食品综合
002661.SZ,克明面业,食品综合
002702.SZ,海欣食品,食品综合
300146.SZ,汤臣倍健,食品综合
600073.SH,上海梅林,食品综合
603020.SH,爱普股份,食品综合
603866.SH,桃李面包,食品综合
002069.SZ,獐子岛,水产养殖
002086.SZ,东方海洋,水产养殖
002173.SZ,千足珍珠,水产养殖
002447.SZ,壹桥海参,水产养殖
002696.SZ,百洋股份,水产养殖
300094.SZ,国联水产,水产养殖
600257.SH,大湖股份,水产养殖
600467.SH,好当家,水产养殖
000722.SZ,湖南发展,水电
000791.SZ,甘肃电投,水电
000883.SZ,湖北能源,水电
000993.SZ,闽东电力,水电
002039.SZ,黔源电力,水电
600101.SH,明星电力,水电
600116.SH,三峡水利,水电
600131.SH,岷江水电,水电
600236.SH,桂冠电力,水电
600310.SH,桂东电力,水电
600505.SH,西昌电力,水电
600644.SH,*ST乐电,水电
600674.SH,川投能源,水电
600868.SH,梅雁吉祥,水电
600900.SH,长江电力,水电
600969.SH,郴电国际,水电
600979.SH,广安爱众,水电
600995.SH,文山电力,水电
002060.SZ,粤水电,水利工程
002586.SZ,围海股份,水利工程
600068.SH,葛洲坝,水利工程
600502.SH,安徽水利,水利工程
601669.SH,中国电建,水利工程
000401.SZ,冀东水泥,水泥制造
000546.SZ,金圆股份,水泥制造
000672.SZ,上峰水泥,水泥制造
000789.SZ,万年青,水泥制造
000877.SZ,天山股份,水泥制造
000885.SZ,同力水泥,水泥制造
000935.SZ,四川双马,水泥制造
002233.SZ,塔牌集团,水泥制造
600318.SH,巢东股份,水泥制造
600425.SH,青松建化,水泥制造
600449.SH,宁夏建材,水泥制造
600539.SH,*ST狮头,水泥制造
600585.SH,海螺水泥,水泥制造
600668.SH,尖峰集团,水泥制造
600720.SH,祁连山,水泥制造
600801.SH,华新水泥,水泥制造
600802.SH,福建水泥,水泥制造
600881.SH,亚泰集团,水泥制造
601992.SH,金隅股份,水泥制造
000544.SZ,中原环保,水务
000598.SZ,兴蓉环境,水务
000605.SZ,渤海股份,水务
000685.SZ,中山公用,水务
300388.SZ,国祯环保,水务
600008.SH,首创股份,水务
600168.SH,武汉控股,水务
600187.SH,国中水务,水务
600283.SH,钱江水利,水务
600323.SH,瀚蓝环境,水务
600461.SH,洪城水业,水务
600769.SH,祥龙电业,水务
600874.SH,创业环保,水务
601158.SH,重庆水务,水务
601199.SH,江南水务,水务
601368.SH,绿城水务,水务
002404.SZ,嘉欣丝绸,丝绸
600232.SH,金鹰股份,丝绸
000034.SZ,深信泰丰,饲料
000048.SZ,康达尔,饲料
000702.SZ,正虹科技,饲料
000876.SZ,新希望,饲料
002100.SZ,天康生物,饲料
002124.SZ,天邦股份,饲料
002157.SZ,正邦科技,饲料
002311.SZ,海大集团,饲料
002385.SZ,大北农,饲料
002548.SZ,金新农,饲料
002567.SZ,唐人神,饲料
600438.SH,通威股份,饲料
603609.SH,禾丰牧业,饲料
002068.SZ,黑猫股份,炭黑
002442.SZ,龙星化工,炭黑
002753.SZ,永东股份,炭黑
300108.SZ,双龙股份,炭黑
000708.SZ,大冶特钢,特钢
002318.SZ,久立特材,特钢
002443.SZ,金洲管道,特钢
002478.SZ,常宝股份,特钢
002756.SZ,永兴特钢,特钢
600117.SH,西宁特钢,特钢
600399.SH,抚顺特钢,特钢
600507.SH,方大特钢,特钢
601005.SH,重庆钢铁,特钢
002495.SZ,佳隆股份,调味发酵品
002650.SZ,加加食品,调味发酵品
600186.SH,莲花健康,调味发酵品
600305.SH,恒顺醋业,调味发酵品
600866.SH,星湖科技,调味发酵品
600872.SH,中炬高新,调味发酵品
600873.SH,梅花生物,调味发酵品
603288.SH,海天味业,调味发酵品
603696.SH,安记食品,调味发酵品
600528.SH,中铁二局,铁路建设
601186.SH,中国铁建,铁路建设
601390.SH,中国中铁,铁路建设
000008.SZ,神州高铁,铁路设备
000920.SZ,南方汇通,铁路设备
000925.SZ,众合科技,铁路设备
300351.SZ,永贵电器,铁路设备
600262.SH,北方股份,铁路设备
600495.SH,晋西车轴,铁路设备
600967.SH,北方创业,铁路设备
601766.SH,中国中车,铁路设备
603111.SH,康尼机电,铁路设备
600125.SH,铁龙物流,铁路运输
601006.SH,大秦铁路,铁路运输
601333.SH,广深铁路,铁路运输
000063.SZ,中兴通讯,通信传输设备
000070.SZ,特发信息,通信传输设备
000547.SZ,航天发展,通信传输设备
000586.SZ,汇源通信,通信传输设备
000836.SZ,鑫茂科技,通信传输设备
002089.SZ,新海宜,通信传输设备
002194.SZ,武汉凡谷,通信传输设备
002281.SZ,光迅科技,通信传输设备
002313.SZ,日海通讯,通信传输设备
002446.SZ,盛路通信,通信传输设备
002465.SZ,海格通信,通信传输设备
002491.SZ,通鼎互联,通信传输设备
300038.SZ,梅泰诺,通信传输设备
300134.SZ,大富科技,通信传输设备
300211.SZ,亿通科技,通信传输设备
300250.SZ,初灵信息,通信传输设备
300252.SZ,金信诺,通信传输设备
300292.SZ,吴通控股,通信传输设备
300353.SZ,东土科技,通信传输设备
300467.SZ,迅游科技,通信传输设备
600105.SH,永鼎股份,通信传输设备
600198.SH,大唐电信,通信传输设备
600345.SH,长江通信,通信传输设备
600487.SH,亨通光电,通信传输设备
600498.SH,烽火通信,通信传输设备
600522.SH,中天科技,通信传输设备
600776.SH,东方通信,通信传输设备
603118.SH,共进股份,通信传输设备
603703.SH,盛洋科技,通信传输设备
002093.SZ,国脉科技,通信配套服务
002115.SZ,三维通信,通信配套服务
002231.SZ,奥维通信,通信配套服务
002316.SZ,键桥通讯,通信配套服务
002396.SZ,星网锐捷,通信配套服务
002417.SZ,*ST元达,通信配套服务
002544.SZ,杰赛科技,通信配套服务
300017.SZ,网宿科技,通信配套服务
300025.SZ,华星创业,通信配套服务
300050.SZ,世纪鼎利,通信配套服务
300081.SZ,恒信移动,通信配套服务
300098.SZ,高新兴,通信配套服务
300299.SZ,富春通信,通信配套服务
300310.SZ,宜通世纪,通信配套服务
300312.SZ,邦讯技术,通信配套服务
600076.SH,康欣新材,通信配套服务
600289.SH,亿阳信通,通信配套服务
600485.SH,信威集团,通信配套服务
002467.SZ,二六三,通信运营
600050.SH,中国联通,通信运营
000630.SZ,铜陵有色,铜
000813.SZ,天山纺织,铜
000878.SZ,云南铜业,铜
002171.SZ,楚江新材,铜
002203.SZ,海亮股份,铜
002295.SZ,精艺股份,铜
600139.SH,西部资源,铜
600255.SH,鑫科材料,铜
600362.SH,江西铜业,铜
600490.SH,鹏欣资源,铜
600711.SH,盛屯矿业,铜
601137.SH,博威合金,铜
601168.SH,西部矿业,铜
000633.SZ,合金投资,铜
000565.SZ,渝三峡A,涂料油漆油墨制造
002256.SZ,彩虹精化,涂料油漆油墨制造
002319.SZ,乐通股份,涂料油漆油墨制造
002361.SZ,神剑股份,涂料油漆油墨制造
300063.SZ,天龙集团,涂料油漆油墨制造
300192.SZ,科斯伍德,涂料油漆油墨制造
300225.SZ,金力泰,涂料油漆油墨制造
300398.SZ,飞凯材料,涂料油漆油墨制造
300409.SZ,道氏技术,涂料油漆油墨制造
600063.SH,皖维高新,维纶
600725.SH,云维股份,维纶
002301.SZ,齐心集团,文娱用品
002348.SZ,高乐股份,文娱用品
002502.SZ,骅威股份,文娱用品
002575.SZ,群兴玩具,文娱用品
002605.SZ,姚记扑克,文娱用品
002678.SZ,珠江钢琴,文娱用品
300329.SZ,海伦钢琴,文娱用品
603398.SH,邦宝益智,文娱用品
000657.SZ,中钨高新,钨
002378.SZ,章源钨业,钨
600549.SH,厦门钨业,钨
002125.SZ,湘潭电化,无机盐
300285.SZ,国瓷材料,无机盐
600328.SH,兰太实业,无机盐
600367.SH,红星发展,无机盐
002183.SZ,怡亚通,物流
002210.SZ,飞马国际,物流
002245.SZ,澳洋顺昌,物流
002492.SZ,恒基达鑫,物流
002711.SZ,欧浦智网,物流
002769.SZ,普路通,物流
300013.SZ,新宁物流,物流
300240.SZ,飞力达,物流
300350.SZ,华鹏飞,物流
600057.SH,象屿股份,物流
600077.SH,宋都股份,物流
600119.SH,长江投资,物流
600153.SH,建发股份,物流
600180.SH,瑞茂通,物流
600270.SH,外运发展,物流
600676.SH,交运股份,物流
600787.SH,中储股份,物流
600794.SH,保税科技,物流
603066.SH,音飞储存,物流
603117.SH,万林股份,物流
603128.SH,华贸物流,物流
603223.SH,恒通股份,物流
000831.SZ,五矿稀土,稀土
600111.SH,北方稀土,稀土
600259.SH,广晟有色,稀土
600392.SH,盛和资源,稀土
000418.SZ,小天鹅A,洗衣机
600983.SH,惠而浦,洗衣机
000045.SZ,深纺织A,显示器件
000050.SZ,深天马A,显示器件
000413.SZ,东旭光电,显示器件
000536.SZ,华映科技,显示器件
000725.SZ,京东方A,显示器件
000727.SZ,华东科技,显示器件
002106.SZ,莱宝高科,显示器件
002217.SZ,合力泰,显示器件
002289.SZ,宇顺电子,显示器件
300032.SZ,金龙机电,显示器件
300076.SZ,GQY视讯,显示器件
300088.SZ,长信科技,显示器件
300128.SZ,锦富新材,显示器件
300331.SZ,苏大维格,显示器件
600203.SH,福日电子,显示器件
600602.SH,仪电电子,显示器件
600707.SH,彩虹股份,显示器件
000967.SZ,上风高科,线缆部件及其他
002168.SZ,深圳惠程,线缆部件及其他
002212.SZ,南洋股份,线缆部件及其他
002276.SZ,万马股份,线缆部件及其他
002300.SZ,太阳电缆,线缆部件及其他
002359.SZ,齐星铁塔,线缆部件及其他
002451.SZ,摩恩电气,线缆部件及其他
002471.SZ,中超控股,线缆部件及其他
002498.SZ,汉缆股份,线缆部件及其他
002533.SZ,金杯电工,线缆部件及其他
002560.SZ,通达股份,线缆部件及其他
002606.SZ,大连电瓷,线缆部件及其他
002617.SZ,露笑科技,线缆部件及其他
002692.SZ,远程电缆,线缆部件及其他
300069.SZ,金利华电,线缆部件及其他
300120.SZ,经纬电材,线缆部件及其他
300265.SZ,通光线缆,线缆部件及其他
300341.SZ,麦迪电气,线缆部件及其他
300447.SZ,全信股份,线缆部件及其他
600110.SH,诺德股份,线缆部件及其他
600869.SH,智慧能源,线缆部件及其他
